,title,metadonnees,popularity
925,"Crazy, Stupid, Love.",soulmates midlifecrisis marriagecrisis stevecarell juliannemoore ryangosling glennficarra comedy drama romance,37.990705
926,Garfield,competition moderator lasagne billmurray breckinmeyer jenniferlovehewitt peterhewitt animation comedy family,17.667826
927,Christmas with the Kranks,holiday christmas timallen jamieleecurtis danaykroyd joeroth comedy family,9.225166
928,Moneyball,underdog basedonnovel baseball bradpitt jonahhill philipseymourhoffman bennettmiller drama,46.180421
929,Outbreak,river general research dustinhoffman renerusso morganfreeman wolfgangpetersen action drama sciencefiction,30.397496
930,Non-Stop,airplane conspiracy airplanecrash liamneeson juliannemoore scootmcnairy jaumecollet-serra action thriller mystery,83.295796
931,Race to Witch Mountain,spacecraft laser teleportation dwaynejohnson annasophiarobb alexanderludwig andyfickman adventure family fantasy,23.935053
932,V for Vendetta,detective vatican fascism natalieportman hugoweaving stephenrea jamesmcteigue action thriller fantasy,84.630969
933,Shanghai Knights,londonengland indianterritory emperor jackiechan owenwilson fannwong daviddobkin action adventure comedy,16.251204
934,Curious George,museum productplacement balloon willferrell drewbarrymore davidcross matthewo'callaghan adventure animation comedy,9.894346
935,Herbie Fully Loaded,carrace victory car lindsaylohan michaelkeaton mattdillon angelarobinson comedy family adventure,12.050755
936,Don't Say a Word,cemetery diamant suspense michaeldouglas seanbean brittanymurphy garyfleder thriller,11.596207
937,Hansel & Gretel: Witch Hunters,witch blackmagic steampunk jeremyrenner gemmaarterton famkejanssen tommywirkola fantasy horror action,53.02787
938,Unfaithful,adultery infidelity eroticism richardgere dianelane oliviermartinez adrianlyne thriller drama,14.382253
939,I Am Number Four,secretidentity alien teenageboy alexpettyfer timothyolyphant teresapalmer d.j.caruso action thriller sciencefiction,43.450266
940,Syriana,antiterror bomb assassination georgeclooney mattdamon jeffreywright stephengaghan drama thriller,16.871194
941,13 Hours: The Secret Soldiers of Benghazi,basedonnovel assaultrifle mercenary jamesbadgedale johnkrasinski maxmartini michaelbay action drama history,42.526529
942,The Book of Life,lovetriangle afterlife dayofthedead diegoluna channingtatum zoesaldana jorger.gutierrez romance animation adventure,34.890999
943,Firewall,bank technology blackmail harrisonford paulbettany virginiamadsen richardloncraine thriller,18.186026
944,Absolute Power,corruption assassination washingtond.c. clinteastwood genehackman edharris clinteastwood crime drama thriller,13.576765
945,G.I. Jane,poem middleeast helicopter demimoore viggomortensen annebancroft ridleyscott action drama,19.434672
946,The Game,brotherbrotherrelationship birthday dangeroflife michaeldouglas seanpenn deborahkaraunger davidfincher drama thriller mystery,62.925175
947,Silent Hill,monster motherrole burningofwitches radhamitchell seanbean laurieholden christophegans horror mystery,32.927994
948,The Replacements,americanfootball strike sport keanureeves genehackman brookelangton howarddeutch comedy,14.837288
949,American Reunion,wifehusbandrelationship sequel familyreunion jasonbiggs alysonhannigan seannwilliamscott jonhurwitz comedy,39.920035
950,The Negotiator,corruption hostage pension samuell.jackson kevinspacey davidmorse f.garygray action adventure crime,28.725621
951,Into the Storm,tornado student foundfootage richardarmitage sarahwaynecallies mattwalsh stevenquale action thriller,20.566554
952,Beverly Hills Cop III,detective undercover securitycamera eddiemurphy judgereinhold héctorelizondo johnlandis action comedy crime,20.333953
953,Gremlins 2: The New Batch,newyork monster skyscraper zachgalligan phoebecates johnglover joedante comedy horror fantasy,33.98637
954,The Judge,fathersonrelationship judge lawyer robertduvall robertdowneyjr. verafarmiga daviddobkin drama,42.472324
955,The Peacemaker,helicopter terrorist nuclearmissile georgeclooney nicolekidman marceliureș mimileder action thriller,15.931084
956,Resident Evil: Apocalypse,martialarts mutant dystopia millajovovich siennaguillory odedfehr alexanderwitt horror action sciencefiction,29.880122
957,Bridget Jones: The Edge of Reason,londonengland lovesickness thailand renéezellweger hughgrant colinfirth beebankidron comedy romance,28.803802
958,Out of Time,miami florida doublemurder denzelwashington evamendes sanaalathan carlfranklin thriller crime drama,14.993459
959,On Deadly Ground,fight inuit petrol stevenseagal michaelcaine joanchen stevenseagal action thriller,9.114168
960,The Adventures of Sharkboy and Lavagirl,imaginaryfriend outcast taylorlautner taylordooley caydenboyd robertrodriguez adventure family sciencefiction,12.31101
961,The Beach,hippie exoticisland beach leonardodicaprio guillaumecanet tildaswinton dannyboyle drama adventure romance,41.362082
962,Raising Helen,newyork pastor worldoffasion katehudson johncorbett joancusack garrymarshall drama comedy romance,13.298205
963,Ninja Assassin,assassination assassin ninjafighter rain naomieharris sungkang jamesmcteigue action crime thriller,19.085403
964,For Love of the Game,baseball trainer career kevincostner kellypreston johnc.reilly samraimi drama romance,9.622345
965,Striptease,blackmail stripclub striptease demimoore burtreynolds armandassante andrewbergman drama thriller crime,11.106006
966,Marmaduke, owenwilson emmastone georgelopez tomdey family comedy,12.25622
967,Hereafter, mattdamon brycedallashoward georgemclaren clinteastwood drama fantasy,13.365715
968,Murder by Numbers,detective secret fbi sandrabullock benchaplin ryangosling barbetschroeder crime drama thriller,16.167093
969,Assassins,competition assassination cia sylvesterstallone antoniobanderas juliannemoore richarddonner action adventure crime,23.073933
970,Hannibal Rising,winter psychopath horror gaspardulliel aaranthomas gongli peterwebber crime drama thriller,6.567065
971,The Story of Us,loveofone'slife therapist psychology brucewillis michellepfeiffer robreiner robreiner comedy drama romance,6.22577
972,The Host,basedonnovel massmurder dystopia saoirseronan dianekruger jakeabel andrewniccol action adventure romance,42.933027
973,Basic,drugaddiction militarycourt panama johntravolta connienielsen samuell.jackson johnmctiernan action drama mystery,19.226763
974,Blood Work,houseboat heart investigation clinteastwood jeffdaniels anjelicahuston clinteastwood crime drama mystery,10.089065
975,The International,duringcreditsstinger cliveowen naomiwatts arminmueller-stahl tomtykwer drama thriller crime,13.391833
976,Escape from L.A.,prison usapresident earthquake kurtrussell stacykeach stevebuscemi johncarpenter action adventure sciencefiction,21.637234
977,The Iron Giant,coldwar friendship giantrobot elimarienthal jenniferaniston vindiesel bradbird adventure animation family,61.245957
978,The Life Aquatic with Steve Zissou,ocean filmmaking lossofmother billmurray anjelicahuston cateblanchett wesanderson adventure comedy drama,25.237969
979,Free State of Jones,slavery americancivilwar matthewmcconaughey gugumbatha-raw mahershalaali garyross war action drama,21.589393
980,The Life of David Gale,prison journalist texas kevinspacey katewinslet lauralinney alanparker drama thriller crime,22.442241
981,Man of the House, tommyleejones cedrictheentertainer christinamilian stephenherek comedy action,6.004422
982,Run All Night,hitman revenge murder liamneeson edharris joelkinnaman jaumecollet-serra action crime drama,74.64653
983,Eastern Promises,londonengland gay malenudity naomiwatts viggomortensen vincentcassel davidcronenberg thriller crime mystery,35.481169
984,Into the Blue,diving cocaine shipwreck paulwalker jessicaalba scottcaan johnstockwell action thriller adventure,14.723467
985,The Messenger: The Story of Joan of Arc,schizophrenia france rape millajovovich dustinhoffman fayedunaway lucbesson adventure drama action,21.084542
986,Your Highness,kidnapping traitor virgin dannymcbride jamesfranco natalieportman davidgordongreen comedy,21.408222
987,Dream House,housefire extensionladder lastdayonjob danielcraig naomiwatts rachelweisz jimsheridan drama thriller mystery,19.267479
988,Mad City,journalist museum hostagedrama johntravolta dustinhoffman miakirshner costa-gavras action drama thriller,3.314004
989,Baby's Day Out,baby hoodlum lostchild joemantegna laraflynnboyle joepantoliano patrickreadjohnson action adventure comedy,21.312186
990,The Scarlet Letter,basedonnovel burningofwitches puritan demimoore garyoldman robertduvall rolandjoffé drama history romance,7.44268
991,Fair Game,cia nuclearscientist iraq naomiwatts seanpenn tyburrell dougliman drama thriller,12.54949
992,Domino,bountyhunter fbi weapon keiraknightley mickeyrourke edgarramírez tonyscott action crime,18.394571
993,Jade,callgirl sanfrancisco investigation davidcaruso lindafiorentino chazzpalminteri williamfriedkin action thriller mystery,8.189406
994,Gamer,dystopia mindcontrol gunbattle gerardbutler michaelc.hall loganlerman briantaylor action thriller sciencefiction,27.631262
995,Beautiful Creatures,civilwar southernusa magic aldenehrenreich aliceenglert jeremyirons richardlagravenese fantasy drama romance,40.721373
996,Death to Smoochy,corruption moderator tvshow robinwilliams catherinekeener edwardnorton dannydevito comedy crime drama,11.329727
997,Zoolander 2,stupidity sequel fashion benstiller owenwilson willferrell benstiller comedy,37.253774
998,The Big Bounce,hotel robbery basedonnovel owenwilson morganfreeman garysinise georgearmitage comedy crime,6.397388
999,What Planet Are You From?,noises alienlife-form erection garryshandling annettebening johngoodman mikenichols comedy drama romance,2.275331
1000,Drive Angry,bone carexplosion premaritalsex nicolascage amberheard williamfichtner patricklussier fantasy thriller action,30.387148
1001,Street Fighter: The Legend of Chun-Li,martialarts revenge streetfighter kristinkreuk chrisklein nealmcdonough andrzejbartkowiak action adventure sciencefiction,8.139676
1002,The One,dualidentity jetli jasonstatham carlagugino jameswong action sciencefiction thriller,21.746245
1003,The Adventures of Ford Fairlane,rockandroll showbusiness rockstar andrewdiceclay waynenewton priscillapresley rennyharlin action comedy thriller,2.808428
1004,The Boat That Rocked,greatbritain musical rock tomsturridge philipseymourhoffman rhysifans richardcurtis drama comedy,31.02233
1005,Traffic,usa warondrugs drugtraffic michaeldouglas beniciodeltoro jacobvargas stevensoderbergh thriller drama crime,25.170217
1006,Indiana Jones and the Last Crusade,savingtheworld venice holygrail harrisonford seanconnery denholmelliott stevenspielberg adventure action,80.972475
1007,Anna Karenina,basedonnovel st.petersburgrussia highsociety keiraknightley judelaw aarontaylor-johnson joewright drama romance,26.38704
1008,Chappie,artificialintelligence android robot sharltocopley devpatel ninja neillblomkamp crime action sciencefiction,116.700319
1009,The Bone Collector,paraplegic investigation psychopath denzelwashington angelinajolie queenlatifah phillipnoyce drama mystery thriller,33.884459
1010,Panic Room,burglar bunker housebreaking jodiefoster kristenstewart forestwhitaker davidfincher crime drama thriller,53.043124
1011,The Tooth Fairy,gore slasher singlemother lochlynmunro chandrawest stevebacic chuckbowman horror,0.716764
1012,Three Kings,gold gulfwar threekings georgeclooney markwahlberg icecube davido.russell action adventure comedy,34.973086
1013,Child 44,basedonnovel sovietunion russian tomhardy garyoldman noomirapace danielespinosa crime thriller,40.371098
1014,Rat Race,casino running preisgeld cubagoodingjr. sethgreen whoopigoldberg jerryzucker adventure comedy,18.60049
1015,K-PAX,robbery dream hypnosis jeffbridges kevinspacey marymccormack iainsoftley drama sciencefiction,30.920075
1016,Kate & Leopold,lover(female) loveofone'slife timetravel megryan hughjackman lievschreiber jamesmangold comedy fantasy romance,11.940711
1017,Bedazzled,loveofone'slife mephisto wish elizabethhurley brendanfraser franceso'connor haroldramis fantasy comedy romance,19.348007
1018,The Cotton Club,jazz jazzmusician musical richardgere gregoryhines dianelane francisfordcoppola music drama crime,8.59075
1019,3:10 to Yuma,saloon hero liberationofprisoners russellcrowe christianbale loganlerman jamesmangold western,48.801089
1020,Taken 3,revenge murder ontherun liamneeson forestwhitaker maggiegrace oliviermegaton thriller action,88.844777
1021,Out of Sight,journalist bedroom purse georgeclooney jenniferlopez vingrhames stevensoderbergh romance comedy crime,16.000178
1022,The Cable Guy,prison prostitute karaoke jimcarrey matthewbroderick lesliemann benstiller comedy drama thriller,19.525659
